external_id,sample_date,sample_number,plant_part,business_name,location_name,plot_name,variety_name,crop_name,lab_name,set_id,sugar,ph,ec,potassium,calcium,magnesium,sodium,ammonium,no3_nitrate,nitrogen_in_nitrate,nitrogen,chloride,phosphorous,silica,iron,manganese,zinc,boron,copper,molybdenum,aluminium,cobalt
b4b570bd-dcbd-49fb-8f42-08ba99142fd7,2023-06-06 00:00:00,202306092387,Leaf (old),Monument Apples,Monument Apples,Block 1,Honeycrisp,Apple,chl,857ab61b-12e9-48aa-8a21-cb10e53e6454,2.4,5.79,15.23,8621.154,1409.325,1079.989,39.58,89.802,104.25,23.53,423.3,537.26,1586.98,15.937,2.58,90.192,8.309,20.614,1.923,4.232,2.598,2.561
c323fa52-88f2-4ef5-a69f-84a0ad8e15e4,2023-06-06 00:00:00,202306092370,Leaf (young),AEA L & B,OB Orchards,OBS 1,Honeycrisp,Apple,chl,10a8b9b0-d90a-4c4a-b040-300ebfb1bffe,3.8,5.82,13.29,7464.824,1064.786,1162.753,20.281,65.964,29.08,6.56,545.27,228.8,526.401,16.596,5.862,32.625,7.751,6.175,0.966,3.224,1.42,4.141
c323fa52-88f2-4ef5-a69f-84a0ad8e15e4,2023-06-06 00:00:00,202306092370,Leaf (young),AEA L & B,OB Orchards,OBS 1,Honeycrisp,Apple,chl,a49b726e-a6bc-48d6-b999-9a6053632dae,3.8,5.82,13.29,7464.824,1064.786,1162.753,20.281,65.964,29.08,6.56,545.27,228.8,526.401,16.596,5.862,32.625,7.751,6.175,0.966,3.224,1.42,4.141
dd4de11a-7bdc-4139-b944-75f92440fb10,2023-06-06 00:00:00,202306092382,Leaf (young),Monument Apples,Monument Apples,Block 5,Honeycrisp,Apple,chl,c299c627-e675-4306-92a0-8df7e97f67ab,3.2,5.72,14.72,8015.395,1242.51,1067.135,43.928,89.557,177.78,40.13,457.1,538.04,1578.436,18.906,2.507,81.844,7.552,11.539,2.223,3.645,2.296,3.201
dd4de11a-7bdc-4139-b944-75f92440fb10,2023-06-06 00:00:00,202306092382,Leaf (young),Monument Apples,Monument Apples,Block 5,Honeycrisp,Apple,chl,eadcdc2f-009a-4671-8451-b6ec519be188,3.2,5.72,14.72,8015.395,1242.51,1067.135,43.928,89.557,177.78,40.13,457.1,538.04,1578.436,18.906,2.507,81.844,7.552,11.539,2.223,3.645,2.296,3.201
deddceca-e9ef-42bf-a7e9-6e127b317f62,2023-06-06 00:00:00,202306092384,Leaf (young),Monument Apples,Monument Apples,Block 6,Honeycrisp,Apple,chl,49c60cc9-1447-4287-984a-e470d40b9758,3.7,5.84,11.46,5099.353,1605.172,1424.74,58.943,111.94,442.37,99.86,737.22,923.83,591.497,23.994,2.547,98.879,9.916,11.422,1.953,3.926,2.452,3.022
deddceca-e9ef-42bf-a7e9-6e127b317f62,2023-06-06 00:00:00,202306092384,Leaf (young),Monument Apples,Monument Apples,Block 6,Honeycrisp,Apple,chl,e5f9af65-346f-43b9-b9ba-6581e8329f94,3.7,5.84,11.46,5099.353,1605.172,1424.74,58.943,111.94,442.37,99.86,737.22,923.83,591.497,23.994,2.547,98.879,9.916,11.422,1.953,3.926,2.452,3.022
12f37979-fd0e-426d-a58b-c3969dc35f95,2023-06-05 00:00:00,202306082190,Leaf (old),Zirkle Fruit Rock Island,Rock Island,18 Apple Honey,Honeycrisp,Apple,chl,875f452b-0fdd-4ae7-a017-240dc6bf9c49,2.7,5.58,14.77,8430.255,1901.554,1191.889,25.897,22.486,14.03,3.17,298.98,210.12,695.186,18.372,3.643,20.434,3.696,7.477,0.859,1.948,4.285,0.229
12f37979-fd0e-426d-a58b-c3969dc35f95,2023-06-05 00:00:00,202306082190,Leaf (old),Zirkle Fruit Rock Island,Rock Island,18 Apple Honey,Honeycrisp,Apple,chl,8be83d89-da7b-44e3-94d8-59afc2538889,2.7,5.58,14.77,8430.255,1901.554,1191.889,25.897,22.486,14.03,3.17,298.98,210.12,695.186,18.372,3.643,20.434,3.696,7.477,0.859,1.948,4.285,0.229
1527e0ec-06f3-419e-8011-018beae42957,2023-06-05 00:00:00,202306051570,Leaf (young),AEA Stemilt,Stemilt SMW,"50,51",Honeycrisp,Apple,chl,291e14e5-fc14-4baf-8281-667f55b202f9,4.7,5.81,9.78,4856.7,554.368,674.991,10.036,69.209,18.81,4.25,615.7,288.3,377.029,22.039,4.645,16.058,2.876,6.123,0.576,0.029,1.317,0.04
1527e0ec-06f3-419e-8011-018beae42957,2023-06-05 00:00:00,202306051570,Leaf (young),AEA Stemilt,Stemilt SMW,"50,51",Honeycrisp,Apple,chl,3cb42326-a2f8-44d7-adbe-eb761d47321b,4.7,5.81,9.78,4856.7,554.368,674.991,10.036,69.209,18.81,4.25,615.7,288.3,377.029,22.039,4.645,16.058,2.876,6.123,0.576,0.029,1.317,0.04
1a0c597d-28cc-4589-a7fb-199d9c7815e9,2023-06-05 00:00:00,202306082175,Leaf (young),Zirkle Fruit Rock Island,Rock Island,6 Apple Honey,Honeycrisp,Apple,chl,396baa09-02d7-489d-83bb-92e4353587ee,4.6,5.79,11.81,6934.83,1343.244,1224.506,27.806,45.757,23.11,5.22,478.57,127,612.033,13.803,2.662,17.029,4.958,6.021,1.13,1.963,1.357,0.151
1a0c597d-28cc-4589-a7fb-199d9c7815e9,2023-06-05 00:00:00,202306082175,Leaf (young),Zirkle Fruit Rock Island,Rock Island,6 Apple Honey,Honeycrisp,Apple,chl,88408e0c-cf6a-4e5d-9848-b9b0753cf525,4.6,5.79,11.81,6934.83,1343.244,1224.506,27.806,45.757,23.11,5.22,478.57,127,612.033,13.803,2.662,17.029,4.958,6.021,1.13,1.963,1.357,0.151
49ad2ec3-b5ff-49fe-8618-ad2636dfe226,2023-06-05 00:00:00,202306082172,Leaf (old),Zirkle Fruit Rock Island,Rock Island,2 Apple Honey,Honeycrisp,Apple,chl,7d2a30c6-1a74-42a9-a311-a9aa0839ee91,3.8,5.65,14.68,9138.502,1586.614,1362.719,33.2,40.335,6.42,1.45,493.94,167.94,978.346,17.551,5.091,35.449,6.954,9.329,1.525,6.472,3.615,0.377
49ad2ec3-b5ff-49fe-8618-ad2636dfe226,2023-06-05 00:00:00,202306082172,Leaf (old),Zirkle Fruit Rock Island,Rock Island,2 Apple Honey,Honeycrisp,Apple,chl,8f1e3005-3730-4aeb-a4cf-8613916b27aa,3.8,5.65,14.68,9138.502,1586.614,1362.719,33.2,40.335,6.42,1.45,493.94,167.94,978.346,17.551,5.091,35.449,6.954,9.329,1.525,6.472,3.615,0.377
5965bd42-9210-4a2d-8ddf-3f93230d77d5,2023-06-05 00:00:00,202306082171,Leaf (young),Zirkle Fruit Rock Island,Rock Island,2 Apple Honey,Honeycrisp,Apple,chl,7d2a30c6-1a74-42a9-a311-a9aa0839ee91,4,5.64,13.29,8102.1,1351.094,1410.534,28.549,35.081,21.6,4.88,410.29,137.7,509.651,16.565,5.758,31.973,9.918,8.668,2.168,6.237,3.377,0.287
5965bd42-9210-4a2d-8ddf-3f93230d77d5,2023-06-05 00:00:00,202306082171,Leaf (young),Zirkle Fruit Rock Island,Rock Island,2 Apple Honey,Honeycrisp,Apple,chl,8f1e3005-3730-4aeb-a4cf-8613916b27aa,4,5.64,13.29,8102.1,1351.094,1410.534,28.549,35.081,21.6,4.88,410.29,137.7,509.651,16.565,5.758,31.973,9.918,8.668,2.168,6.237,3.377,0.287
5c8d7e7a-a55f-4cea-9cdd-f70babb756fd,2023-06-05 00:00:00,202306051571,Leaf (old),AEA Stemilt,Stemilt SMW,"50,51",Honeycrisp,Apple,chl,291e14e5-fc14-4baf-8281-667f55b202f9,2.4,5.97,10.15,4482.39,1054.126,840.909,14.183,31.836,26.61,6.01,432.21,500.52,363.596,19.646,12.368,76.28,7.974,4.555,0.779,0.054,2.959,0.074
5c8d7e7a-a55f-4cea-9cdd-f70babb756fd,2023-06-05 00:00:00,202306051571,Leaf (old),AEA Stemilt,Stemilt SMW,"50,51",Honeycrisp,Apple,chl,3cb42326-a2f8-44d7-adbe-eb761d47321b,2.4,5.97,10.15,4482.39,1054.126,840.909,14.183,31.836,26.61,6.01,432.21,500.52,363.596,19.646,12.368,76.28,7.974,4.555,0.779,0.054,2.959,0.074
5fa34478-bc7b-4d30-a2bc-01e202c2b05d,2023-06-05 00:00:00,202306051567,Leaf (old),AEA Stemilt,Stemilt SMW,"41,42,43",Honeycrisp,Apple,chl,08ac3789-9761-4b06-b4ea-066856a78583,1.6,5.89,9.99,4583.863,1162.801,847.714,43.665,28.809,11.42,2.58,359.84,250.54,437.704,26.431,12.983,38.785,6.216,5.064,7.049,0.098,3.495,0.092
5fa34478-bc7b-4d30-a2bc-01e202c2b05d,2023-06-05 00:00:00,202306051567,Leaf (old),AEA Stemilt,Stemilt SMW,"41,42,43",Honeycrisp,Apple,chl,4a79942e-e62d-446e-a427-0dfe80a5dc17,1.6,5.89,9.99,4583.863,1162.801,847.714,43.665,28.809,11.42,2.58,359.84,250.54,437.704,26.431,12.983,38.785,6.216,5.064,7.049,0.098,3.495,0.092
63d8b0c4-2d12-4586-aae2-d0138d201317,2023-06-05 00:00:00,202306051563,Leaf (old),AEA Stemilt,Stemilt SMW,"90,92 Conventional",Honeycrisp,Apple,chl,cfa82cc6-e433-4d84-99cf-13e8322cd139,3.3,5.61,12.27,6262.889,1467.984,1017.762,8.793,66.286,25.28,5.71,494.71,290.92,986.25,23.186,4.983,29.412,3.292,2.885,1.547,0.048,1.618,0.052
63d8b0c4-2d12-4586-aae2-d0138d201317,2023-06-05 00:00:00,202306051563,Leaf (old),AEA Stemilt,Stemilt SMW,"90,92 Conventional",Honeycrisp,Apple,chl,e9be2ad8-32a9-4b0e-a47a-673e55a3ead9,3.3,5.61,12.27,6262.889,1467.984,1017.762,8.793,66.286,25.28,5.71,494.71,290.92,986.25,23.186,4.983,29.412,3.292,2.885,1.547,0.048,1.618,0.052
6c993b4b-0ec9-40f7-8da3-709af5bcd6ab,2023-06-05 00:00:00,202306082176,Leaf (old),Zirkle Fruit Rock Island,Rock Island,6 Apple Honey,Honeycrisp,Apple,chl,396baa09-02d7-489d-83bb-92e4353587ee,3.7,5.85,11.67,6573.499,1510.725,1010.132,25.527,62.087,11.64,2.63,527.74,129.6,848.445,17.281,2.547,14.818,3.406,5.65,0.923,1.793,1.743,0.163
6c993b4b-0ec9-40f7-8da3-709af5bcd6ab,2023-06-05 00:00:00,202306082176,Leaf (old),Zirkle Fruit Rock Island,Rock Island,6 Apple Honey,Honeycrisp,Apple,chl,88408e0c-cf6a-4e5d-9848-b9b0753cf525,3.7,5.85,11.67,6573.499,1510.725,1010.132,25.527,62.087,11.64,2.63,527.74,129.6,848.445,17.281,2.547,14.818,3.406,5.65,0.923,1.793,1.743,0.163
8dacb8c6-f6a8-4ff8-9307-5296f2b61b96,2023-06-05 00:00:00,202306082189,Leaf (young),Zirkle Fruit Rock Island,Rock Island,18 Apple Honey,Honeycrisp,Apple,chl,875f452b-0fdd-4ae7-a017-240dc6bf9c49,2.5,5.62,14.03,7664.954,1762.153,1419.957,24.273,30.805,12.75,2.88,360.91,188.35,480.584,16.427,4.412,25.783,5.492,8.204,1.135,3.136,3.32,0.233
8dacb8c6-f6a8-4ff8-9307-5296f2b61b96,2023-06-05 00:00:00,202306082189,Leaf (young),Zirkle Fruit Rock Island,Rock Island,18 Apple Honey,Honeycrisp,Apple,chl,8be83d89-da7b-44e3-94d8-59afc2538889,2.5,5.62,14.03,7664.954,1762.153,1419.957,24.273,30.805,12.75,2.88,360.91,188.35,480.584,16.427,4.412,25.783,5.492,8.204,1.135,3.136,3.32,0.233
9c932822-ed2c-480a-b8e0-0c4e4c9d2085,2023-06-05 00:00:00,202306051562,Leaf (young),AEA Stemilt,Stemilt SMW,"90,92 Conventional",Honeycrisp,Apple,chl,cfa82cc6-e433-4d84-99cf-13e8322cd139,3.6,5.54,11.26,5435.554,988.735,752.502,7.366,67.445,27.27,6.16,527.43,200.08,548.837,17.197,4.284,17.188,2.875,5.014,1.204,0.032,1.5,0.056
9c932822-ed2c-480a-b8e0-0c4e4c9d2085,2023-06-05 00:00:00,202306051562,Leaf (young),AEA Stemilt,Stemilt SMW,"90,92 Conventional",Honeycrisp,Apple,chl,e9be2ad8-32a9-4b0e-a47a-673e55a3ead9,3.6,5.54,11.26,5435.554,988.735,752.502,7.366,67.445,27.27,6.16,527.43,200.08,548.837,17.197,4.284,17.188,2.875,5.014,1.204,0.032,1.5,0.056
b73047f5-4042-4d77-8f28-51006362333a,2023-06-05 00:00:00,202306051566,Leaf (young),AEA Stemilt,Stemilt SMW,"41,42,43",Honeycrisp,Apple,chl,08ac3789-9761-4b06-b4ea-066856a78583,3.8,5.63,11.34,6005.739,990.473,1007.085,22.641,52.132,26.47,5.98,418.32,162.58,548.082,28.068,9.763,19.59,3.938,9.613,1.011,0.041,4.438,0.058
b73047f5-4042-4d77-8f28-51006362333a,2023-06-05 00:00:00,202306051566,Leaf (young),AEA Stemilt,Stemilt SMW,"41,42,43",Honeycrisp,Apple,chl,4a79942e-e62d-446e-a427-0dfe80a5dc17,3.8,5.63,11.34,6005.739,990.473,1007.085,22.641,52.132,26.47,5.98,418.32,162.58,548.082,28.068,9.763,19.59,3.938,9.613,1.011,0.041,4.438,0.058
e32787b3-18ea-4470-854c-28a01483d90e,2023-06-02 00:00:00,202306091375,Leaf (old),Yoder Steven,Steven Yoder,Orchard Apple Honeycrisp,Honeycrisp,Apple,chl,450cad78-10a7-447c-b637-d91007d32bee,5.1,5.83,11.94,8144.307,1343.626,997.751,68.646,35.867,16.33,3.69,598.72,356.87,849.701,7.671,3.176,42.462,7.974,12.055,5.036,4.377,1.407,4.2
e32787b3-18ea-4470-854c-28a01483d90e,2023-06-02 00:00:00,202306091375,Leaf (old),Yoder Steven,Steven Yoder,Orchard Apple Honeycrisp,Honeycrisp,Apple,chl,47ebc2c5-c22c-4fa8-898e-1ef853268643,5.1,5.83,11.94,8144.307,1343.626,997.751,68.646,35.867,16.33,3.69,598.72,356.87,849.701,7.671,3.176,42.462,7.974,12.055,5.036,4.377,1.407,4.2
e5c89af9-32d6-4987-8357-ad3b2c115e22,2023-06-02 00:00:00,202306091374,Leaf (young),Yoder Steven,Steven Yoder,Orchard Apple Honeycrisp,Honeycrisp,Apple,chl,450cad78-10a7-447c-b637-d91007d32bee,5.1,5.5,13.89,10732.646,1094.706,1156.62,30.549,26.027,28.02,6.33,439.18,291.78,929.567,6.155,1.851,19.74,5.958,18.246,2.083,1.416,0.772,1.2
e5c89af9-32d6-4987-8357-ad3b2c115e22,2023-06-02 00:00:00,202306091374,Leaf (young),Yoder Steven,Steven Yoder,Orchard Apple Honeycrisp,Honeycrisp,Apple,chl,47ebc2c5-c22c-4fa8-898e-1ef853268643,5.1,5.5,13.89,10732.646,1094.706,1156.62,30.549,26.027,28.02,6.33,439.18,291.78,929.567,6.155,1.851,19.74,5.958,18.246,2.083,1.416,0.772,1.2
4cb65a31-619c-41b2-be9a-410a0e7205e6,2023-06-01 00:00:00,202306051596,Leaf (young),AEA Stemilt,Stemilt Royal Orchard,"28,27",Honeycrisp,Apple,chl,43d13020-5298-45df-98c3-382b8c9c9eab,4.3,5.85,10.37,5024.329,738.089,824.284,5.346,73.613,0,0,539.16,170.91,464.548,20.09,3.823,13.103,2.608,2.97,1.053,0.018,1.704,0.044
4cb65a31-619c-41b2-be9a-410a0e7205e6,2023-06-01 00:00:00,202306051596,Leaf (young),AEA Stemilt,Stemilt Royal Orchard,"28,27",Honeycrisp,Apple,chl,b63a7935-3f80-4929-a385-d86b86be220b,4.3,5.85,10.37,5024.329,738.089,824.284,5.346,73.613,0,0,539.16,170.91,464.548,20.09,3.823,13.103,2.608,2.97,1.053,0.018,1.704,0.044
5c4bd17d-b9d3-4c00-999e-28d35ca3de34,2023-06-01 00:00:00,202306051575,Leaf (old),AEA Stemilt,Stemilt Royal Orchard,25,Honeycrisp,Apple,chl,8af16809-e0a5-42c8-837a-3b65e0bfa3ce,3.9,5.89,11.54,5813.819,1580.623,1531.02,8.503,76.06,15.98,3.61,548.84,278.38,735.929,13.218,6.174,31.303,5.443,2.206,1.171,0.046,2.048,0.064
5c4bd17d-b9d3-4c00-999e-28d35ca3de34,2023-06-01 00:00:00,202306051575,Leaf (old),AEA Stemilt,Stemilt Royal Orchard,25,Honeycrisp,Apple,chl,f760aa28-df5a-47b5-b854-dcf0c17c01ff,3.9,5.89,11.54,5813.819,1580.623,1531.02,8.503,76.06,15.98,3.61,548.84,278.38,735.929,13.218,6.174,31.303,5.443,2.206,1.171,0.046,2.048,0.064
b6156389-aeda-4d6b-9a63-0579ff7cd131,2023-06-01 00:00:00,202306051574,Leaf (young),AEA Stemilt,Stemilt Royal Orchard,25,Honeycrisp,Apple,chl,8af16809-e0a5-42c8-837a-3b65e0bfa3ce,4.3,6.01,11.34,5909.3,993.57,1005.418,6.307,68.398,7.35,1.66,537.08,168.5,595.478,16.133,4.937,15.455,3.618,4.186,1.178,0.046,2.431,0.075
b6156389-aeda-4d6b-9a63-0579ff7cd131,2023-06-01 00:00:00,202306051574,Leaf (young),AEA Stemilt,Stemilt Royal Orchard,25,Honeycrisp,Apple,chl,f760aa28-df5a-47b5-b854-dcf0c17c01ff,4.3,6.01,11.34,5909.3,993.57,1005.418,6.307,68.398,7.35,1.66,537.08,168.5,595.478,16.133,4.937,15.455,3.618,4.186,1.178,0.046,2.431,0.075
e7ed99b6-119e-4b9a-ab6c-9f957c103db7,2023-06-01 00:00:00,202306051597,Leaf (old),AEA Stemilt,Stemilt Royal Orchard,"28,27",Honeycrisp,Apple,chl,43d13020-5298-45df-98c3-382b8c9c9eab,3.4,5.69,10.93,5656.947,1769.898,1511.023,15.549,72.905,0,0,493.73,320.89,718.756,25.328,5.108,38.54,10.826,3.074,0.916,0.019,2.074,0.035
e7ed99b6-119e-4b9a-ab6c-9f957c103db7,2023-06-01 00:00:00,202306051597,Leaf (old),AEA Stemilt,Stemilt Royal Orchard,"28,27",Honeycrisp,Apple,chl,b63a7935-3f80-4929-a385-d86b86be220b,3.4,5.69,10.93,5656.947,1769.898,1511.023,15.549,72.905,0,0,493.73,320.89,718.756,25.328,5.108,38.54,10.826,3.074,0.916,0.019,2.074,0.035
026e68de-61e6-4568-9def-747bcc4c7e30,2023-05-30 00:00:00,202306021426,Leaf (old),Zirkle Fruit - JAW,JAW,38-A,Honeycrisp,Apple,chl,67be44ac-dd90-4739-892b-ff51b93e72cd,3,5.99,11.66,7442.38,844.506,701.786,7.195,63.761,0,0,385.39,248.94,843.976,13.553,1.087,2.455,1.631,5.093,0.615,0.164,1.231,0.037
026e68de-61e6-4568-9def-747bcc4c7e30,2023-05-30 00:00:00,202306021426,Leaf (old),Zirkle Fruit - JAW,JAW,38-A,Honeycrisp,Apple,chl,912ea252-f34e-4f66-80c4-8f10fdbf1083,3,5.99,11.66,7442.38,844.506,701.786,7.195,63.761,0,0,385.39,248.94,843.976,13.553,1.087,2.455,1.631,5.093,0.615,0.164,1.231,0.037
078aa9f6-27c9-454d-822e-39443b5d1efe,2023-05-30 00:00:00,202306021396,Leaf (old),Zirkle Fruit Paterson,Zirkle Paterson,5E Honeycrisp,Honeycrisp,Apple,chl,e64d285c-117e-47b5-b780-b692e27c3d78,3.8,5.65,12.22,7138.767,1133.471,810.006,16.815,49.015,1.73,0.39,350.45,387.32,1459.229,18.632,6.714,20.589,9.119,8.213,3.45,1.4,3.164,2.166
078aa9f6-27c9-454d-822e-39443b5d1efe,2023-05-30 00:00:00,202306021396,Leaf (old),Zirkle Fruit Paterson,Zirkle Paterson,5E Honeycrisp,Honeycrisp,Apple,chl,f9e1d547-52ed-419d-91d8-8a3f1486d1d0,3.8,5.65,12.22,7138.767,1133.471,810.006,16.815,49.015,1.73,0.39,350.45,387.32,1459.229,18.632,6.714,20.589,9.119,8.213,3.45,1.4,3.164,2.166
1b77035e-e76e-4900-8a13-7a53ac165c9a,2023-05-30 00:00:00,202306021439,Leaf (young),Zirkle Fruit - JAW,JAW,22,Honeycrisp,Apple,chl,2dd00b3b-0a2b-4b4d-a934-24fe0014fd31,4.1,6.14,11.15,7327.078,695.051,769.335,20.524,63.233,0.13,0.03,401.87,166.73,917.977,13.969,0.819,2.412,1.727,6.302,0.821,0.118,0.727,0.038
